Time,Interval Start,Interval End,Location,Location Type,Market,SPP
2024-07-28 16:00:00-05:00,2024-07-28 16:00:00-05:00,2024-07-28 17:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,26.21
2024-07-28 17:00:00-05:00,2024-07-28 17:00:00-05:00,2024-07-28 18:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,27.77
2024-07-28 18:00:00-05:00,2024-07-28 18:00:00-05:00,2024-07-28 19:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,30.08
2024-07-28 19:00:00-05:00,2024-07-28 19:00:00-05:00,2024-07-28 20:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,45.95
2024-07-28 20:00:00-05:00,2024-07-28 20:00:00-05:00,2024-07-28 21:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,43.01
2024-07-28 21:00:00-05:00,2024-07-28 21:00:00-05:00,2024-07-28 22:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,25.75
2024-07-28 22:00:00-05:00,2024-07-28 22:00:00-05:00,2024-07-28 23:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,18.22
2024-07-28 23:00:00-05:00,2024-07-28 23:00:00-05:00,2024-07-29 00:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,8.79
2024-07-29 00:00:00-05:00,2024-07-29 00:00:00-05:00,2024-07-29 01:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.87
2024-07-29 01:00:00-05:00,2024-07-29 01:00:00-05:00,2024-07-29 02:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,10.68
2024-07-29 02:00:00-05:00,2024-07-29 02:00:00-05:00,2024-07-29 03:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.28
2024-07-29 03:00:00-05:00,2024-07-29 03:00:00-05:00,2024-07-29 04:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,11.11
2024-07-29 04:00:00-05:00,2024-07-29 04:00:00-05:00,2024-07-29 05:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,11.8
2024-07-29 05:00:00-05:00,2024-07-29 05:00:00-05:00,2024-07-29 06:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,14.41
2024-07-29 06:00:00-05:00,2024-07-29 06:00:00-05:00,2024-07-29 07:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,11.07
2024-07-29 07:00:00-05:00,2024-07-29 07:00:00-05:00,2024-07-29 08:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,11.81
2024-07-29 08:00:00-05:00,2024-07-29 08:00:00-05:00,2024-07-29 09:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,2.78
2024-07-29 09:00:00-05:00,2024-07-29 09:00:00-05:00,2024-07-29 10:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,0.65
2024-07-29 10:00:00-05:00,2024-07-29 10:00:00-05:00,2024-07-29 11:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,1.86
2024-07-29 11:00:00-05:00,2024-07-29 11:00:00-05:00,2024-07-29 12:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,7.62
2024-07-29 12:00:00-05:00,2024-07-29 12:00:00-05:00,2024-07-29 13:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.25
2024-07-29 13:00:00-05:00,2024-07-29 13:00:00-05:00,2024-07-29 14:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,18.23
2024-07-29 14:00:00-05:00,2024-07-29 14:00:00-05:00,2024-07-29 15:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,24.52
2024-07-29 15:00:00-05:00,2024-07-29 15:00:00-05:00,2024-07-29 16:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,30.83
2024-07-29 16:00:00-05:00,2024-07-29 16:00:00-05:00,2024-07-29 17:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,31.25
2024-07-29 17:00:00-05:00,2024-07-29 17:00:00-05:00,2024-07-29 18:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,29.95
2024-07-29 18:00:00-05:00,2024-07-29 18:00:00-05:00,2024-07-29 19:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,35.79
2024-07-29 19:00:00-05:00,2024-07-29 19:00:00-05:00,2024-07-29 20:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,71.43
2024-07-29 20:00:00-05:00,2024-07-29 20:00:00-05:00,2024-07-29 21:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,50.84
2024-07-29 21:00:00-05:00,2024-07-29 21:00:00-05:00,2024-07-29 22:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,25.64
2024-07-29 22:00:00-05:00,2024-07-29 22:00:00-05:00,2024-07-29 23:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,23.24
2024-07-29 23:00:00-05:00,2024-07-29 23:00:00-05:00,2024-07-30 00:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,16.64
2024-07-30 00:00:00-05:00,2024-07-30 00:00:00-05:00,2024-07-30 01:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,16.51
2024-07-30 01:00:00-05:00,2024-07-30 01:00:00-05:00,2024-07-30 02:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,15.13
2024-07-30 02:00:00-05:00,2024-07-30 02:00:00-05:00,2024-07-30 03:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.99
2024-07-30 03:00:00-05:00,2024-07-30 03:00:00-05:00,2024-07-30 04:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.24
2024-07-30 04:00:00-05:00,2024-07-30 04:00:00-05:00,2024-07-30 05:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.72
2024-07-30 05:00:00-05:00,2024-07-30 05:00:00-05:00,2024-07-30 06:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,14.55
2024-07-30 06:00:00-05:00,2024-07-30 06:00:00-05:00,2024-07-30 07:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,14.84
2024-07-30 07:00:00-05:00,2024-07-30 07:00:00-05:00,2024-07-30 08:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,13.8
2024-07-30 08:00:00-05:00,2024-07-30 08:00:00-05:00,2024-07-30 09:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,5.25
2024-07-30 09:00:00-05:00,2024-07-30 09:00:00-05:00,2024-07-30 10:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,0.6
2024-07-30 10:00:00-05:00,2024-07-30 10:00:00-05:00,2024-07-30 11:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,2.14
2024-07-30 11:00:00-05:00,2024-07-30 11:00:00-05:00,2024-07-30 12:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,5.25
2024-07-30 12:00:00-05:00,2024-07-30 12:00:00-05:00,2024-07-30 13:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,11.01
2024-07-30 13:00:00-05:00,2024-07-30 13:00:00-05:00,2024-07-30 14:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,16.69
2024-07-30 14:00:00-05:00,2024-07-30 14:00:00-05:00,2024-07-30 15:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,19.45
2024-07-30 15:00:00-05:00,2024-07-30 15:00:00-05:00,2024-07-30 16:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,22.17
2024-07-30 16:00:00-05:00,2024-07-30 16:00:00-05:00,2024-07-30 17:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,22.55
2024-07-30 17:00:00-05:00,2024-07-30 17:00:00-05:00,2024-07-30 18:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,20.91
2024-07-30 18:00:00-05:00,2024-07-30 18:00:00-05:00,2024-07-30 19:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,21.61
2024-07-30 19:00:00-05:00,2024-07-30 19:00:00-05:00,2024-07-30 20:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,46.78
2024-07-30 20:00:00-05:00,2024-07-30 20:00:00-05:00,2024-07-30 21:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,39.37
2024-07-30 21:00:00-05:00,2024-07-30 21:00:00-05:00,2024-07-30 22:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,23.09
2024-07-30 22:00:00-05:00,2024-07-30 22:00:00-05:00,2024-07-30 23:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,17.19
2024-07-30 23:00:00-05:00,2024-07-30 23:00:00-05:00,2024-07-31 00:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,11.38
2024-07-31 00:00:00-05:00,2024-07-31 00:00:00-05:00,2024-07-31 01:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,13.54
2024-07-31 01:00:00-05:00,2024-07-31 01:00:00-05:00,2024-07-31 02:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,11.3
2024-07-31 02:00:00-05:00,2024-07-31 02:00:00-05:00,2024-07-31 03:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,8.42
2024-07-31 03:00:00-05:00,2024-07-31 03:00:00-05:00,2024-07-31 04:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,8.56
2024-07-31 04:00:00-05:00,2024-07-31 04:00:00-05:00,2024-07-31 05:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,9.33
2024-07-31 05:00:00-05:00,2024-07-31 05:00:00-05:00,2024-07-31 06:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.88
2024-07-31 06:00:00-05:00,2024-07-31 06:00:00-05:00,2024-07-31 07:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,13.55
2024-07-31 07:00:00-05:00,2024-07-31 07:00:00-05:00,2024-07-31 08:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.21
2024-07-31 08:00:00-05:00,2024-07-31 08:00:00-05:00,2024-07-31 09:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,4.33
2024-07-31 09:00:00-05:00,2024-07-31 09:00:00-05:00,2024-07-31 10:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,0.33
2024-07-31 10:00:00-05:00,2024-07-31 10:00:00-05:00,2024-07-31 11:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,0.91
2024-07-31 11:00:00-05:00,2024-07-31 11:00:00-05:00,2024-07-31 12:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,2.74
2024-07-31 12:00:00-05:00,2024-07-31 12:00:00-05:00,2024-07-31 13:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,8.42
2024-07-31 13:00:00-05:00,2024-07-31 13:00:00-05:00,2024-07-31 14:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,14.04
2024-07-31 14:00:00-05:00,2024-07-31 14:00:00-05:00,2024-07-31 15:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,16.14
2024-07-31 15:00:00-05:00,2024-07-31 15:00:00-05:00,2024-07-31 16:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,18.66
2024-07-31 16:00:00-05:00,2024-07-31 16:00:00-05:00,2024-07-31 17:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,20.43
2024-07-31 17:00:00-05:00,2024-07-31 17:00:00-05:00,2024-07-31 18:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,20.05
2024-07-31 18:00:00-05:00,2024-07-31 18:00:00-05:00,2024-07-31 19:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,19.57
2024-07-31 19:00:00-05:00,2024-07-31 19:00:00-05:00,2024-07-31 20:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,34.14
2024-07-31 20:00:00-05:00,2024-07-31 20:00:00-05:00,2024-07-31 21:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,33.05
2024-07-31 21:00:00-05:00,2024-07-31 21:00:00-05:00,2024-07-31 22:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,20.43
2024-07-31 22:00:00-05:00,2024-07-31 22:00:00-05:00,2024-07-31 23:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,15.48
2024-07-31 23:00:00-05:00,2024-07-31 23:00:00-05:00,2024-08-01 00:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,11.84
2024-08-01 00:00:00-05:00,2024-08-01 00:00:00-05:00,2024-08-01 01:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,6.8
2024-08-01 01:00:00-05:00,2024-08-01 01:00:00-05:00,2024-08-01 02:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,5.86
2024-08-01 02:00:00-05:00,2024-08-01 02:00:00-05:00,2024-08-01 03:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,8.05
2024-08-01 03:00:00-05:00,2024-08-01 03:00:00-05:00,2024-08-01 04:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,9.4
2024-08-01 04:00:00-05:00,2024-08-01 04:00:00-05:00,2024-08-01 05:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.44
2024-08-01 05:00:00-05:00,2024-08-01 05:00:00-05:00,2024-08-01 06:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,14.56
2024-08-01 06:00:00-05:00,2024-08-01 06:00:00-05:00,2024-08-01 07:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,16.34
2024-08-01 07:00:00-05:00,2024-08-01 07:00:00-05:00,2024-08-01 08:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,15.21
2024-08-01 08:00:00-05:00,2024-08-01 08:00:00-05:00,2024-08-01 09:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,11.75
2024-08-01 09:00:00-05:00,2024-08-01 09:00:00-05:00,2024-08-01 10:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,9.71
2024-08-01 10:00:00-05:00,2024-08-01 10:00:00-05:00,2024-08-01 11:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,13.74
2024-08-01 11:00:00-05:00,2024-08-01 11:00:00-05:00,2024-08-01 12:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,15.17
2024-08-01 12:00:00-05:00,2024-08-01 12:00:00-05:00,2024-08-01 13:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,19.87
2024-08-01 13:00:00-05:00,2024-08-01 13:00:00-05:00,2024-08-01 14:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,24.33
2024-08-01 14:00:00-05:00,2024-08-01 14:00:00-05:00,2024-08-01 15:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,27.73
2024-08-01 15:00:00-05:00,2024-08-01 15:00:00-05:00,2024-08-01 16:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,29.11
2024-08-01 16:00:00-05:00,2024-08-01 16:00:00-05:00,2024-08-01 17:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,28.18
2024-08-01 17:00:00-05:00,2024-08-01 17:00:00-05:00,2024-08-01 18:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,23.62
2024-08-01 18:00:00-05:00,2024-08-01 18:00:00-05:00,2024-08-01 19:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,25.66
2024-08-01 19:00:00-05:00,2024-08-01 19:00:00-05:00,2024-08-01 20:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,55.38
2024-08-01 20:00:00-05:00,2024-08-01 20:00:00-05:00,2024-08-01 21:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,58.42
2024-08-01 21:00:00-05:00,2024-08-01 21:00:00-05:00,2024-08-01 22:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,27.01
2024-08-01 22:00:00-05:00,2024-08-01 22:00:00-05:00,2024-08-01 23:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,22.71
2024-08-01 23:00:00-05:00,2024-08-01 23:00:00-05:00,2024-08-02 00:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,17.83
2024-08-02 00:00:00-05:00,2024-08-02 00:00:00-05:00,2024-08-02 01:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,15.32
2024-08-02 01:00:00-05:00,2024-08-02 01:00:00-05:00,2024-08-02 02:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,14.35
2024-08-02 02:00:00-05:00,2024-08-02 02:00:00-05:00,2024-08-02 03:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,13.86
2024-08-02 03:00:00-05:00,2024-08-02 03:00:00-05:00,2024-08-02 04:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,13.71
2024-08-02 04:00:00-05:00,2024-08-02 04:00:00-05:00,2024-08-02 05:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,14.39
2024-08-02 05:00:00-05:00,2024-08-02 05:00:00-05:00,2024-08-02 06:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,18.7
2024-08-02 06:00:00-05:00,2024-08-02 06:00:00-05:00,2024-08-02 07:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,18.83
2024-08-02 07:00:00-05:00,2024-08-02 07:00:00-05:00,2024-08-02 08:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,19.76
2024-08-02 08:00:00-05:00,2024-08-02 08:00:00-05:00,2024-08-02 09:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,19.53
2024-08-02 09:00:00-05:00,2024-08-02 09:00:00-05:00,2024-08-02 10:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,18.11
2024-08-02 10:00:00-05:00,2024-08-02 10:00:00-05:00,2024-08-02 11:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,23.86
2024-08-02 11:00:00-05:00,2024-08-02 11:00:00-05:00,2024-08-02 12:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,29.04
2024-08-02 12:00:00-05:00,2024-08-02 12:00:00-05:00,2024-08-02 13:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,40.38
2024-08-02 13:00:00-05:00,2024-08-02 13:00:00-05:00,2024-08-02 14:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,55.41
2024-08-02 14:00:00-05:00,2024-08-02 14:00:00-05:00,2024-08-02 15:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,73.7
2024-08-02 15:00:00-05:00,2024-08-02 15:00:00-05:00,2024-08-02 16:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,73.69
2024-08-02 16:00:00-05:00,2024-08-02 16:00:00-05:00,2024-08-02 17:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,87.84
2024-08-02 17:00:00-05:00,2024-08-02 17:00:00-05:00,2024-08-02 18:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,83.94
2024-08-02 18:00:00-05:00,2024-08-02 18:00:00-05:00,2024-08-02 19:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,146.92
2024-08-02 19:00:00-05:00,2024-08-02 19:00:00-05:00,2024-08-02 20:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,516.84
2024-08-02 20:00:00-05:00,2024-08-02 20:00:00-05:00,2024-08-02 21:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,395.37
2024-08-02 21:00:00-05:00,2024-08-02 21:00:00-05:00,2024-08-02 22:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,67.04
2024-08-02 22:00:00-05:00,2024-08-02 22:00:00-05:00,2024-08-02 23:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,20.48
2024-08-02 23:00:00-05:00,2024-08-02 23:00:00-05:00,2024-08-03 00:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,13.28
2024-08-03 00:00:00-05:00,2024-08-03 00:00:00-05:00,2024-08-03 01:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,12.73
2024-08-03 01:00:00-05:00,2024-08-03 01:00:00-05:00,2024-08-03 02:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,9.73
2024-08-03 02:00:00-05:00,2024-08-03 02:00:00-05:00,2024-08-03 03:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,8.79
2024-08-03 03:00:00-05:00,2024-08-03 03:00:00-05:00,2024-08-03 04:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,8.24
2024-08-03 04:00:00-05:00,2024-08-03 04:00:00-05:00,2024-08-03 05:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,5.09
2024-08-03 05:00:00-05:00,2024-08-03 05:00:00-05:00,2024-08-03 06:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,2.55
2024-08-03 06:00:00-05:00,2024-08-03 06:00:00-05:00,2024-08-03 07:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,6.49
2024-08-03 07:00:00-05:00,2024-08-03 07:00:00-05:00,2024-08-03 08:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,5.05
2024-08-03 08:00:00-05:00,2024-08-03 08:00:00-05:00,2024-08-03 09:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,14.66
2024-08-03 09:00:00-05:00,2024-08-03 09:00:00-05:00,2024-08-03 10:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,14.81
2024-08-03 10:00:00-05:00,2024-08-03 10:00:00-05:00,2024-08-03 11:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,19.05
2024-08-03 11:00:00-05:00,2024-08-03 11:00:00-05:00,2024-08-03 12:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,24.32
2024-08-03 12:00:00-05:00,2024-08-03 12:00:00-05:00,2024-08-03 13:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,29.42
2024-08-03 13:00:00-05:00,2024-08-03 13:00:00-05:00,2024-08-03 14:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,38.68
2024-08-03 14:00:00-05:00,2024-08-03 14:00:00-05:00,2024-08-03 15:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,46.49
2024-08-03 15:00:00-05:00,2024-08-03 15:00:00-05:00,2024-08-03 16:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,56.05
2024-08-03 16:00:00-05:00,2024-08-03 16:00:00-05:00,2024-08-03 17:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,61.72
2024-08-03 17:00:00-05:00,2024-08-03 17:00:00-05:00,2024-08-03 18:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,58.46
2024-08-03 18:00:00-05:00,2024-08-03 18:00:00-05:00,2024-08-03 19:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,65.77
2024-08-03 19:00:00-05:00,2024-08-03 19:00:00-05:00,2024-08-03 20:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,149.14
2024-08-03 20:00:00-05:00,2024-08-03 20:00:00-05:00,2024-08-03 21:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,99.68
2024-08-03 21:00:00-05:00,2024-08-03 21:00:00-05:00,2024-08-03 22:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,25.31
2024-08-03 22:00:00-05:00,2024-08-03 22:00:00-05:00,2024-08-03 23:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,7.18
2024-08-03 23:00:00-05:00,2024-08-03 23:00:00-05:00,2024-08-04 00:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,-1.7
2024-08-04 23:45:00-05:00,2024-08-04 23:45:00-05:00,2024-08-05 00:00:00-05:00,MOZART_WIND1,Resource Node,Real_Time,-0.94
2024-08-04 00:00:00-05:00,2024-08-04 00:00:00-05:00,2024-08-04 01:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,15.25
2024-08-04 01:00:00-05:00,2024-08-04 01:00:00-05:00,2024-08-04 02:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,23.72
2024-08-04 02:00:00-05:00,2024-08-04 02:00:00-05:00,2024-08-04 03:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,20.11
2024-08-04 03:00:00-05:00,2024-08-04 03:00:00-05:00,2024-08-04 04:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,21.73
2024-08-04 04:00:00-05:00,2024-08-04 04:00:00-05:00,2024-08-04 05:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,23.17
2024-08-04 05:00:00-05:00,2024-08-04 05:00:00-05:00,2024-08-04 06:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,25.69
2024-08-04 06:00:00-05:00,2024-08-04 06:00:00-05:00,2024-08-04 07:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,26.6
2024-08-04 07:00:00-05:00,2024-08-04 07:00:00-05:00,2024-08-04 08:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,22.16
2024-08-04 08:00:00-05:00,2024-08-04 08:00:00-05:00,2024-08-04 09:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,17.29
2024-08-04 09:00:00-05:00,2024-08-04 09:00:00-05:00,2024-08-04 10:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,21.28
2024-08-04 10:00:00-05:00,2024-08-04 10:00:00-05:00,2024-08-04 11:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,32.9
2024-08-04 11:00:00-05:00,2024-08-04 11:00:00-05:00,2024-08-04 12:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,20.92
2024-08-04 12:00:00-05:00,2024-08-04 12:00:00-05:00,2024-08-04 13:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,24.33
2024-08-04 13:00:00-05:00,2024-08-04 13:00:00-05:00,2024-08-04 14:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,28.22
2024-08-04 14:00:00-05:00,2024-08-04 14:00:00-05:00,2024-08-04 15:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,30.3
2024-08-04 15:00:00-05:00,2024-08-04 15:00:00-05:00,2024-08-04 16:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,35.1
2024-08-04 16:00:00-05:00,2024-08-04 16:00:00-05:00,2024-08-04 17:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,35.96
2024-08-04 17:00:00-05:00,2024-08-04 17:00:00-05:00,2024-08-04 18:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,36.23
2024-08-04 18:00:00-05:00,2024-08-04 18:00:00-05:00,2024-08-04 19:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,42.32
2024-08-04 19:00:00-05:00,2024-08-04 19:00:00-05:00,2024-08-04 20:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,85.42
2024-08-04 20:00:00-05:00,2024-08-04 20:00:00-05:00,2024-08-04 21:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,55.49
2024-08-04 21:00:00-05:00,2024-08-04 21:00:00-05:00,2024-08-04 22:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,10.96
2024-08-04 22:00:00-05:00,2024-08-04 22:00:00-05:00,2024-08-04 23:00:00-05:00,MOZART_WIND1,Resource Node,Day_Ahead,0.76
