interval_start_utc,interval_end_utc,location,lmp_dam,lmp_rt
2024-01-15 11:00:00+00:00,2024-01-15 12:00:00+00:00,HB_NORTH,377.7700000000000000,281.7775000000000000
2024-01-15 12:00:00+00:00,2024-01-15 13:00:00+00:00,HB_NORTH,907.0300000000000000,266.8141666666666667
2024-01-15 13:00:00+00:00,2024-01-15 14:00:00+00:00,HB_NORTH,1136.9800000000000000,341.2238888888888889
2024-01-15 14:00:00+00:00,2024-01-15 15:00:00+00:00,HB_NORTH,930.6900000000000000,238.9466666666666667
2024-01-15 15:00:00+00:00,2024-01-15 16:00:00+00:00,HB_NORTH,395.8600000000000000,134.0908333333333333
2024-01-15 16:00:00+00:00,2024-01-15 17:00:00+00:00,HB_NORTH,237.2700000000000000,144.2933333333333333
2024-01-15 17:00:00+00:00,2024-01-15 18:00:00+00:00,HB_NORTH,150.0000000000000000,130.5641666666666667
2024-01-15 18:00:00+00:00,2024-01-15 19:00:00+00:00,HB_NORTH,119.7300000000000000,114.0316666666666667
2024-01-15 19:00:00+00:00,2024-01-15 20:00:00+00:00,HB_NORTH,96.4800000000000000,91.2041666666666667
2024-01-15 20:00:00+00:00,2024-01-15 21:00:00+00:00,HB_NORTH,85.7600000000000000,66.4233333333333333
2024-01-15 21:00:00+00:00,2024-01-15 22:00:00+00:00,HB_NORTH,85.1800000000000000,34.2916666666666667
2024-01-15 22:00:00+00:00,2024-01-15 23:00:00+00:00,HB_NORTH,92.8700000000000000,28.4825000000000000
2024-01-15 23:00:00+00:00,2024-01-16 00:00:00+00:00,HB_NORTH,157.5300000000000000,44.4708333333333333
2024-01-16 00:00:00+00:00,2024-01-16 01:00:00+00:00,HB_NORTH,150.0000000000000000,54.6816666666666667
2024-01-16 01:00:00+00:00,2024-01-16 02:00:00+00:00,HB_NORTH,129.7400000000000000,60.4900000000000000
2024-01-16 02:00:00+00:00,2024-01-16 03:00:00+00:00,HB_NORTH,114.2900000000000000,66.0175000000000000
2024-01-16 03:00:00+00:00,2024-01-16 04:00:00+00:00,HB_NORTH,95.5400000000000000,46.8766666666666667
2024-01-16 04:00:00+00:00,2024-01-16 05:00:00+00:00,HB_NORTH,129.6800000000000000,32.6575000000000000
2024-01-16 05:00:00+00:00,2024-01-16 06:00:00+00:00,HB_NORTH,112.0900000000000000,43.8625000000000000
2024-01-16 06:00:00+00:00,2024-01-16 07:00:00+00:00,HB_NORTH,150.0000000000000000,57.3525000000000000
2024-01-16 07:00:00+00:00,2024-01-16 08:00:00+00:00,HB_NORTH,150.0000000000000000,76.7200000000000000
2024-01-16 08:00:00+00:00,2024-01-16 09:00:00+00:00,HB_NORTH,193.9700000000000000,89.4108333333333333
2024-01-16 09:00:00+00:00,2024-01-16 10:00:00+00:00,HB_NORTH,250.0000000000000000,96.1625000000000000
2024-01-16 10:00:00+00:00,2024-01-16 11:00:00+00:00,HB_NORTH,376.0400000000000000,110.5850000000000000
2024-01-16 11:00:00+00:00,2024-01-16 12:00:00+00:00,HB_NORTH,744.0500000000000000,157.9275000000000000
2024-01-16 12:00:00+00:00,2024-01-16 13:00:00+00:00,HB_NORTH,1399.0000000000000000,248.8158333333333333
2024-01-16 13:00:00+00:00,2024-01-16 14:00:00+00:00,HB_NORTH,1994.6500000000000000,386.0250000000000000
2024-01-16 14:00:00+00:00,2024-01-16 15:00:00+00:00,HB_NORTH,1431.5700000000000000,126.0266666666666667
2024-01-16 15:00:00+00:00,2024-01-16 16:00:00+00:00,HB_NORTH,367.7000000000000000,72.6908333333333333
2024-01-16 16:00:00+00:00,2024-01-16 17:00:00+00:00,HB_NORTH,210.6300000000000000,72.7183333333333333
2024-01-16 17:00:00+00:00,2024-01-16 18:00:00+00:00,HB_NORTH,150.0000000000000000,67.2491666666666667
2024-01-16 18:00:00+00:00,2024-01-16 19:00:00+00:00,HB_NORTH,103.4100000000000000,49.9441666666666667
2024-01-16 19:00:00+00:00,2024-01-16 20:00:00+00:00,HB_NORTH,87.5300000000000000,31.6591666666666667
2024-01-16 20:00:00+00:00,2024-01-16 21:00:00+00:00,HB_NORTH,80.0200000000000000,22.3191666666666667
2024-01-16 21:00:00+00:00,2024-01-16 22:00:00+00:00,HB_NORTH,78.6900000000000000,20.7266666666666667
2024-01-16 22:00:00+00:00,2024-01-16 23:00:00+00:00,HB_NORTH,94.8900000000000000,53.0083333333333333
2024-01-16 23:00:00+00:00,2024-01-17 00:00:00+00:00,HB_NORTH,255.0000000000000000,487.6691666666666667
2024-01-17 00:00:00+00:00,2024-01-17 01:00:00+00:00,HB_NORTH,325.0000000000000000,706.6126666666666667
2024-01-17 01:00:00+00:00,2024-01-17 02:00:00+00:00,HB_NORTH,318.0200000000000000,220.2560000000000000
2024-01-17 02:00:00+00:00,2024-01-17 03:00:00+00:00,HB_NORTH,276.1500000000000000,147.6400000000000000
2024-01-17 03:00:00+00:00,2024-01-17 04:00:00+00:00,HB_NORTH,199.0000000000000000,113.1441666666666667
2024-01-17 04:00:00+00:00,2024-01-17 05:00:00+00:00,HB_NORTH,211.5900000000000000,78.1433333333333333
2024-01-17 05:00:00+00:00,2024-01-17 06:00:00+00:00,HB_NORTH,160.0000000000000000,63.0541666666666667
2024-01-17 06:00:00+00:00,2024-01-17 07:00:00+00:00,HB_NORTH,89.7000000000000000,31.0108333333333333
2024-01-17 07:00:00+00:00,2024-01-17 08:00:00+00:00,HB_NORTH,80.3600000000000000,22.4375000000000000
2024-01-17 08:00:00+00:00,2024-01-17 09:00:00+00:00,HB_NORTH,75.6400000000000000,21.1950000000000000
2024-01-17 09:00:00+00:00,2024-01-17 10:00:00+00:00,HB_NORTH,76.8700000000000000,21.3583333333333333
2024-01-17 10:00:00+00:00,2024-01-17 11:00:00+00:00,HB_NORTH,80.1200000000000000,24.1216666666666667
2024-01-17 11:00:00+00:00,2024-01-17 12:00:00+00:00,HB_NORTH,84.5800000000000000,36.3125000000000000
2024-01-17 12:00:00+00:00,2024-01-17 13:00:00+00:00,HB_NORTH,136.8400000000000000,68.2191666666666667
2024-01-17 13:00:00+00:00,2024-01-17 14:00:00+00:00,HB_NORTH,157.8400000000000000,61.7358333333333333
2024-01-17 14:00:00+00:00,2024-01-17 15:00:00+00:00,HB_NORTH,79.6400000000000000,26.8108333333333333
2024-01-17 15:00:00+00:00,2024-01-17 16:00:00+00:00,HB_NORTH,50.0000000000000000,17.8816666666666667
2024-01-17 16:00:00+00:00,2024-01-17 17:00:00+00:00,HB_NORTH,30.6400000000000000,16.1591666666666667
2024-01-17 17:00:00+00:00,2024-01-17 18:00:00+00:00,HB_NORTH,24.6900000000000000,15.7133333333333333
2024-01-17 18:00:00+00:00,2024-01-17 19:00:00+00:00,HB_NORTH,19.5000000000000000,14.9391666666666667
2024-01-17 19:00:00+00:00,2024-01-17 20:00:00+00:00,HB_NORTH,17.2200000000000000,11.3075000000000000
2024-01-17 20:00:00+00:00,2024-01-17 21:00:00+00:00,HB_NORTH,14.3300000000000000,3.9150000000000000
2024-01-17 21:00:00+00:00,2024-01-17 22:00:00+00:00,HB_NORTH,14.3000000000000000,3.2891666666666667
2024-01-17 22:00:00+00:00,2024-01-17 23:00:00+00:00,HB_NORTH,18.7500000000000000,14.7483333333333333
2024-01-17 23:00:00+00:00,2024-01-18 00:00:00+00:00,HB_NORTH,24.9300000000000000,23.8975000000000000
2024-01-18 00:00:00+00:00,2024-01-18 01:00:00+00:00,HB_NORTH,29.9300000000000000,27.6833333333333333
2024-01-18 01:00:00+00:00,2024-01-18 02:00:00+00:00,HB_NORTH,28.0100000000000000,25.1933333333333333
2024-01-18 02:00:00+00:00,2024-01-18 03:00:00+00:00,HB_NORTH,27.1000000000000000,24.5216666666666667
2024-01-18 03:00:00+00:00,2024-01-18 04:00:00+00:00,HB_NORTH,25.0100000000000000,20.3200000000000000
2024-01-18 04:00:00+00:00,2024-01-18 05:00:00+00:00,HB_NORTH,24.6900000000000000,17.4850000000000000
2024-01-18 05:00:00+00:00,2024-01-18 06:00:00+00:00,HB_NORTH,24.6500000000000000,15.1383333333333333
2024-01-18 06:00:00+00:00,2024-01-18 07:00:00+00:00,HB_NORTH,16.4400000000000000,11.8150000000000000
2024-01-18 07:00:00+00:00,2024-01-18 08:00:00+00:00,HB_NORTH,14.4600000000000000,11.7558333333333333
2024-01-18 08:00:00+00:00,2024-01-18 09:00:00+00:00,HB_NORTH,14.6400000000000000,11.7666666666666667
2024-01-18 09:00:00+00:00,2024-01-18 10:00:00+00:00,HB_NORTH,16.0200000000000000,12.4466666666666667
2024-01-18 10:00:00+00:00,2024-01-18 11:00:00+00:00,HB_NORTH,16.6200000000000000,15.7250000000000000
2024-01-18 11:00:00+00:00,2024-01-18 12:00:00+00:00,HB_NORTH,22.0800000000000000,21.5083333333333333
2024-01-18 12:00:00+00:00,2024-01-18 13:00:00+00:00,HB_NORTH,34.9800000000000000,28.8466666666666667
2024-01-18 13:00:00+00:00,2024-01-18 14:00:00+00:00,HB_NORTH,39.3900000000000000,32.3800000000000000
2024-01-18 14:00:00+00:00,2024-01-18 15:00:00+00:00,HB_NORTH,30.2300000000000000,19.8000000000000000
2024-01-18 15:00:00+00:00,2024-01-18 16:00:00+00:00,HB_NORTH,20.9000000000000000,12.2666666666666667
2024-01-18 16:00:00+00:00,2024-01-18 17:00:00+00:00,HB_NORTH,18.3800000000000000,14.2466666666666667
2024-01-18 17:00:00+00:00,2024-01-18 18:00:00+00:00,HB_NORTH,17.9900000000000000,16.8116666666666667
2024-01-18 18:00:00+00:00,2024-01-18 19:00:00+00:00,HB_NORTH,16.3400000000000000,12.3983333333333333
2024-01-18 19:00:00+00:00,2024-01-18 20:00:00+00:00,HB_NORTH,14.7900000000000000,7.7000000000000000
2024-01-18 20:00:00+00:00,2024-01-18 21:00:00+00:00,HB_NORTH,13.8600000000000000,0.00333333333333333333
